,APPLICATION NO,GENDER,UACE YEAR,CODE,DISTRICT,COURSE CODE,COURSE NAME,TOTAL WEIGHT,WEIGHT RANGE,SCHOOL,REGION
2410,23APF414515458144850,F,2004,47.0,PADER,BBA,Bachelor of Business Administration (EVE),15.1,Low,ST.KALEMBA SECONDARY SCHOOL,Northern
2411,23APF1661460292125136,F,2022,78.0,BUDUDA,BBA,Bachelor of Business Administration (EVE),15.0,Low,FAITH HIGH SCHOOL - SONDE,Eastern
2412,23APF1280846691131078,M,2022,11.0,JINJA,BBA,Bachelor of Business Administration (EVE),14.9,Low,ST.MICHAEL HIGH SCHOOL,Eastern
2413,23APF1057067541117171,F,2022,69.0,ISINGIRO,BBA,Bachelor of Business Administration (EVE),14.8,Low,KINONI GIRLS' SEC. SCHOOL,Western
2414,23APF873001360129948,M,2022,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),14.8,Low,"ST.PETER'S S S, NSAMBYA",Central
2415,23APF603802888134859,F,2022,72.0,KIRUHURA,BBA,Bachelor of Business Administration (EVE),14.6,Low,"ST.CHARLES LWANGA S.S., KASASA",Western
2416,23APF1654933553128625,F,2022,34.0,MASINDI,BBA,Bachelor of Business Administration (EVE),14.6,Low,LUBIRI SECONDARY SCHOOL,Western
2417,23APF706820036105507,M,2022,75.0,MITYANA,BBA,Bachelor of Business Administration (EVE),14.5,Low,ST. MARK'S SS NAMAGOMA,Central
2418,23APF54906142677348,M,2016,10.0,IGANGA,BBA,Bachelor of Business Administration (EVE),14.5,Low,,Eastern
2419,23APF770921870133840,M,2022,17.0,KAMULI,BBA,Bachelor of Business Administration (EVE),14.4,Low,,Eastern
2420,23APF1580636036110249,F,2022,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),14.3,Low,"UGANDA MARTYRS SS, KAYUNGA",Central
2421,23APF636575536123972,M,2022,36.0,MBALE,BBA,Bachelor of Business Administration (EVE),14.1,Low,"BISHOP'S SEC. SCHOOL, MUKONO",Eastern
2422,23APF1408408460112699,M,2022,7.0,BUSIA,BBA,Bachelor of Business Administration (EVE),14.0,Low,KAWEMPE MUSLIM SS,Eastern
2423,23APF26482616122296,M,2022,19.0,KANUNGU,BBA,Bachelor of Business Administration (EVE),13.6,Low,NAMIREMBE HILLSIDE S.S.,Western
2424,23APF430028081106981,M,2019,16.0,KAMPALA,BBA,Bachelor of Business Administration (EVE),13.4,Low,BOMBO SECONDARY SCHOOL,Central
2425,23APF766495968112261,F,2022,49.0,RAKAI,BBC,B. Bussiness Computing,51.5,Exceptional,KIBULI SECONDARY SCHOOL,Central
2426,23APF616726458106550,M,2022,33.0,MASAKA,BBC,B. Bussiness Computing,49.9,Very Good,"LIGHT SEC AND VOC SCH, BULENGA",Central
2427,23APF1343722411109329,M,2022,8.0,GULU,BBC,B. Bussiness Computing,48.8,Very Good,"ST.MARY'S COLLEGE, LUGAZI",Northern
2428,23APF1129558151130385,M,2022,50.0,RUKUNGIRI,BBC,B. Bussiness Computing,48.7,Very Good,KABALE BRAINSTORM HIGH SCHOOL,Western
2429,23APF784516800138065,F,2022,18.0,KAMWENGE,BBC,B. Bussiness Computing,48.5,Very Good,BURYANSUNGWE S S,Western
2430,23APF1267040221108868,F,2022,55.0,WAKISO,BBC,B. Bussiness Computing,48.4,Very Good,"MIGADDE COLLEGE, BOMBO",Central
2431,23APF28148384149026,F,2022,41.0,MUBENDE,BBC,B. Bussiness Computing,48.0,Very Good,KASENYI SECONDARY SCHOOL,Central
2432,23APF1540138075146948,M,2022,30.0,KYENJOJO,BBC,B. Bussiness Computing,47.5,Very Good,SEETA HIGH SCHOOL,
2433,23APF1509802223107778,M,2022,40.0,MPIGI,BBC,B. Bussiness Computing,47.2,Very Good,"ST.JOSEPH'S S S, NAGGALAMA",Central
2434,23APF876674152113419,M,2022,42.0,MUKONO,BBC,B. Bussiness Computing,47.0,Very Good,SEETA HIGH SCHOOL,Central
2435,23APF421677876109298,F,2022,16.0,KAMPALA,BBC,B. Bussiness Computing,46.1,Very Good,"GREENHILL ACADEMY, KAMPALA",Central
2436,23APF1490532427118545,F,2022,111.0,SERERE,BBC,B. Bussiness Computing,45.5,Very Good,"ST.JOSEPH'S GIRLS, NSAMBYA",Eastern
2437,23APF1469126323149240,F,2022,85.0,BUIKWE,BBC,B. Bussiness Computing,45.4,Very Good,"ST.JOHN'S SS, MUKONO",Central
2438,23APF690956920147242,M,2022,14.0,KABERAMAIDO,BBC,B. Bussiness Computing,45.2,Very Good,,Eastern
2439,23APF1016619577147084,F,2022,55.0,WAKISO,BBC,B. Bussiness Computing,45.1,Very Good,LONDON COL. ST.LAWRENCE MAYA,Central
2440,23APF1180250419105222,M,2022,63.0,BUTALEJA,BBC,B. Bussiness Computing,44.9,Very Good,KAWEMPE MUSLIM SS,
2441,23APF1326255444146079,M,2022,101.0,LWENGO,BBC,B. Bussiness Computing,44.9,Very Good,"ST. CHARLES LWANGA SS,MUBENDE",Central
2442,23APF616694339133020,M,2022,25.0,KIBOGA,BBC,B. Bussiness Computing,44.4,Very Good,"LIGHT COLLEGE, KATIKAMU",Central
2443,23APF125589536144933,F,2022,54.0,TORORO,BBC,B. Bussiness Computing,44.4,Very Good,RUBAGA GIRLS' SCHOOL,Eastern
2444,23APF60782943125692,M,2022,50.0,RUKUNGIRI,BBC,B. Bussiness Computing,44.0,Very Good,STANDARD COLLEGE NTUNGAMO,Western
2445,23APF757442031119589,F,2022,33.0,MASAKA,BBC,B. Bussiness Computing,43.8,Very Good,MENGO SECONDARY SCHOOL ANNEX,Central
2446,23APF926893525129611,F,2022,69.0,ISINGIRO,BBC,B. Bussiness Computing,43.8,Very Good,IMMACULATE HEART GIRLS SCHOOL,Western
2447,23APF1133894758111114,M,2022,75.0,MITYANA,BBC,B. Bussiness Computing,43.8,Very Good,"SEETA H/S GREEN CAMPUS, MUKONO",Central
2448,23APF1041481738123275,F,2022,55.0,WAKISO,BBC,B. Bussiness Computing,43.6,Very Good,ST. MARK'S SS NAMAGOMA,Central
2449,23APF341434926121216,M,2022,31.0,LIRA,BBC,B. Bussiness Computing,43.6,Very Good,MIDLAND HIGH SCHOOL,Northern
2450,23APF203694750129744,F,2022,75.0,MITYANA,BBC,B. Bussiness Computing,43.6,Very Good,"BAPTIST HIGH SCHOOL, KITEBI",Central
2451,23APF682487210133431,F,2022,33.0,MASAKA,BBC,B. Bussiness Computing,43.6,Very Good,SEETA HIGH SCHOOL,Central
2452,23APF76144435131915,F,2020,34.0,MASINDI,BBC,B. Bussiness Computing,43.5,Very Good,ST MARY'S SS  KITENDE,Western
2453,23APF1553435552121986,F,2020,55.0,WAKISO,BBC,B. Bussiness Computing,43.3,Very Good,"SEETA H/S GREEN CAMPUS, MUKONO",Central
2454,23APF1111381217105599,M,2022,48.0,PALLISA,BBC,B. Bussiness Computing,43.1,Very Good,"SEETA H/S GREEN CAMPUS, MUKONO",Eastern
2455,23APF1461431362120854,F,2022,11.0,JINJA,BBC,B. Bussiness Computing,43.1,Very Good,SEROMA CHRISTIAN HIGH SCHOOL,Eastern
2456,23APF1662313714117045,F,2022,11.0,JINJA,BBC,B. Bussiness Computing,43.0,Very Good,TIMOTHY GIRLS' HIGH SCHOOL,Eastern
2457,23APF41583210113113,M,2022,55.0,WAKISO,BBC,B. Bussiness Computing,42.8,Very Good,ST.MARY'S SS KITENDE (ANNEX),Central
2458,23APF782120576110272,M,2022,55.0,WAKISO,BBC,B. Bussiness Computing,42.2,Very Good,"ST.JOSEPH'S S S, NAGGALAMA",Central
2459,23APF541998645149057,M,2022,33.0,MASAKA,BBC,B. Bussiness Computing,42.2,Very Good,"ST HENRY'S COLLEGE, KITOVU",Central
2460,23APF431116155139837,F,2022,75.0,MITYANA,BBC,B. Bussiness Computing,42.2,Very Good,LUBIRI SECONDARY SCHOOL,Central
2461,23APF75579145128678,F,2022,31.0,LIRA,BBC,B. Bussiness Computing,42.1,Very Good,WAKISO MUSLIM SECONDARY SCHOOL,Northern
2462,23APF1348940671131124,M,2022,12.0,KABALE,BBC,B. Bussiness Computing,42.1,Very Good,ST MARY'S SS  KITENDE,Western
2463,23APF1493000020131909,M,2022,120.0,KYOTERA,BBC,B. Bussiness Computing,42.1,Very Good,KAWANDA S. S,
2464,23APF1449380396102740,F,2022,6.0,BUSHENYI,BBC,B. Bussiness Computing,42.0,Very Good,"CITYLAND COLLEGE, MATUGGA",Western
2465,23APF613058131141355,F,2022,7.0,BUSIA,BBC,B. Bussiness Computing,42.0,Very Good,FORTUNE S S,Eastern
2466,23APF190561315144140,M,2022,34.0,MASINDI,BBC,B. Bussiness Computing,41.9,Very Good,ST MARY'S SS  KITENDE,Western
2467,23APF116932090109927,M,2022,10.0,IGANGA,BBC,B. Bussiness Computing,41.9,Very Good,SEETA HIGH SCHOOL,Eastern
2468,23APF1238578243140943,M,2022,88.0,BUTAMBALA,BBC,B. Bussiness Computing,41.8,Very Good,SPIRE HIGH SCHOOL,Central
2469,23APF858063824114454,M,2022,39.0,MOYO,BBC,B. Bussiness Computing,41.7,Very Good,"ST. KIZITO SS,  BUGOLOBI",Northern
2470,23APF593420574115730,M,2022,11.0,JINJA,BBC,B. Bussiness Computing,41.6,Very Good,,Eastern
2471,23APF599955284125787,M,2022,88.0,BUTAMBALA,BBC,B. Bussiness Computing,41.6,Very Good,KINAAWA HIGH SCHOOL,Central
2472,23APF164425596107863,F,2022,55.0,WAKISO,BBC,B. Bussiness Computing,41.6,Very Good,OUR LADY OF GOOD COUNSEL,Central
2473,23APF849387139140201,F,2022,46.0,NTUNGAMO,BBC,B. Bussiness Computing,41.5,Very Good,NTUNGAMO GIRLS' HIGH SCHOOL,Western
2474,23APF771701633107695,F,2022,55.0,WAKISO,BBC,B. Bussiness Computing,41.4,Very Good,RINES SECONDARY SCHOOL,Central
2475,23APF1156756275132083,F,2022,55.0,WAKISO,BBC,B. Bussiness Computing,41.3,Very Good,ST. MARK'S SS NAMAGOMA,Central
2476,23APF300385772140491,F,2022,10.0,IGANGA,BBC,B. Bussiness Computing,41.2,Very Good,"BISHOP'S SEC. SCHOOL, MUKONO",Eastern
2477,23APF992305163106938,M,2022,33.0,MASAKA,BBC,B. Bussiness Computing,41.1,Very Good,MASAKA SECONDARY SCHOOL,Central
2478,23APF1656844140130018,F,2022,88.0,BUTAMBALA,BBC,B. Bussiness Computing,41.0,Very Good,"BUTAWUKA MAGEZI NTAKE SS,MPIGI",Central
2479,23APF57792100109554,M,2022,55.0,WAKISO,BBC,B. Bussiness Computing,41.0,Very Good,MIDLAND HIGH SCHOOL,Central
2480,23APF551982516136342,M,2022,122.0,PAKWACH,BBC,B. Bussiness Computing,40.9,Very Good,"ST.NOA MAWAGALI SS, JINJA",
2481,23APF1019895257130458,F,2022,50.0,RUKUNGIRI,BBC,B. Bussiness Computing,40.8,Very Good,IMMACULATE HEART GIRLS SCHOOL,Western
2482,23APF759430760130583,F,2022,16.0,KAMPALA,BBC,B. Bussiness Computing,40.7,Very Good,ROYAL COLLEGE MISINDYE,Central
2483,23APF1013965064139028,F,2022,16.0,KAMPALA,BBC,B. Bussiness Computing,40.5,Very Good,"ST.MARIA GORETTI S.S, KATENDE",Central
2484,23APF958583370101617,F,2022,37.0,MBARARA,BBC,B. Bussiness Computing,40.5,Very Good,MARYHILL HIGH SCHOOL,Western
2485,23APF1044979542125788,F,2022,50.0,RUKUNGIRI,BBC,B. Bussiness Computing,40.5,Very Good,IMMACULATE HEART GIRLS SCHOOL,Western
2486,23APF267565126105967,F,2022,69.0,ISINGIRO,BBC,B. Bussiness Computing,40.5,Very Good,MARYHILL HIGH SCHOOL,Western
2487,23APF425614060142164,F,2022,32.0,LUWEERO,BBC,B. Bussiness Computing,40.5,Very Good,EVEREST COLLEGE,
2488,23APF458935938108522,F,2022,55.0,WAKISO,BBC,B. Bussiness Computing,40.4,Very Good,"ST.AUGUSTINE COL., WAKISO",Central
2489,23APF835796343102325,M,2020,42.0,MUKONO,BBC,B. Bussiness Computing,40.4,Very Good,KITANTE HILL SCHOOL,Central
2490,23APF126168944137862,F,2022,16.0,KAMPALA,BBC,B. Bussiness Computing,40.4,Very Good,,Central
2491,23APF1615211857114886,F,2022,46.0,NTUNGAMO,BBC,B. Bussiness Computing,40.2,Very Good,ST. MARK'S SS NAMAGOMA,Western
2492,23APF62472777105677,F,2022,48.0,PALLISA,BBC,B. Bussiness Computing,40.2,Very Good,FOREST HILL COLLEGE,Eastern
2493,23APF1483449210137813,M,2022,16.0,KAMPALA,BBC,B. Bussiness Computing,40.2,Very Good,NAMIREMBE HILLSIDE S.S.,Central
2494,23APF1560666894132887,F,2022,120.0,KYOTERA,BBC,B. Bussiness Computing,40.1,Very Good,MASAKA SECONDARY SCHOOL,
2495,23APF423756837141573,F,2022,27.0,KITGUM,BBC,B. Bussiness Computing,40.1,Very Good,NAALYA SSS,Northern
2496,23APF1073650708137111,F,2022,49.0,RAKAI,BBC,B. Bussiness Computing,40.1,Very Good,ST MARY'S SS  KITENDE,Central
2497,23APF1144572455118440,F,2022,33.0,MASAKA,BBC,B. Bussiness Computing,40.0,Good,KIBULI SECONDARY SCHOOL,Central
2498,23APF693764773129048,F,2022,41.0,MUBENDE,BBC,B. Bussiness Computing,39.9,Good,"CENTRAL COLLEGE, MITYANA",Central
2499,23APF479099773137645,M,2022,16.0,KAMPALA,BBC,B. Bussiness Computing,39.9,Good,NANSANA EDUCATION CENTRE,Central
2500,23APF202100347121443,F,2022,68.0,LYANTONDE,BBC,B. Bussiness Computing,39.9,Good,SEETA HIGH SCHOOL-MUKONO,Central
2501,23APF1564387469135312,F,2022,33.0,MASAKA,BBC,B. Bussiness Computing,39.8,Good,BULOBA ROYAL COLLEGE,Central
2502,23APF336491657107081,F,2022,32.0,LUWEERO,BBC,B. Bussiness Computing,39.7,Good,NABISUNSA GIRLS' SCHOOL,
2503,23APF163543134127149,M,2022,72.0,KIRUHURA,BBC,B. Bussiness Computing,39.7,Good,CITIZEN'S SECONDARY SCHOOL,Western
2504,23APF914931672120576,F,2022,32.0,LUWEERO,BBC,B. Bussiness Computing,39.6,Good,LUWERO  SECONDARY SCHOOL,
2505,23APF697183710119960,F,2022,32.0,LUWEERO,BBC,B. Bussiness Computing,39.6,Good,SEROMA CHRISTIAN HIGH SCHOOL,
2506,23APF656051112958,F,2022,11.0,JINJA,BBC,B. Bussiness Computing,39.6,Good,MAKERERE COLLEGE SCHOOL,Eastern
2507,23APF879272444131861,M,2022,46.0,NTUNGAMO,BBC,B. Bussiness Computing,39.3,Good,ST. MARK'S SS NAMAGOMA,Western
2508,23APF1398449649128754,M,2022,19.0,KANUNGU,BBC,B. Bussiness Computing,39.2,Good,KABALE BRAINSTORM HIGH SCHOOL,Western
2509,23APF228561648121526,M,2022,50.0,RUKUNGIRI,BBC,B. Bussiness Computing,39.2,Good,ST.MARY'S SS KITENDE (ANNEX),Western
2510,23APF108087078888095,M,2022,12.0,KABALE,BBC,B. Bussiness Computing,39.1,Good,"ST.MARY'S COLLEGE, RUSHOROZA",Western
2511,23APF902698483146544,M,2022,55.0,WAKISO,BBC,B. Bussiness Computing,39.1,Good,"ST. EDWARDS'S COLLEGE, GALAMBA",Central
2512,23APF1283393739143578,M,2022,42.0,MUKONO,BBC,B. Bussiness Computing,39.1,Good,"BISHOP'S SEC. SCHOOL, MUKONO",Central
2513,23APF1560505847130196,M,2022,55.0,WAKISO,BBC,B. Bussiness Computing,39.0,Good,LIGHT ACADEMY SECONDARY SCHOOL,Central
2514,23APF172347067108427,M,2022,72.0,KIRUHURA,BBC,B. Bussiness Computing,39.0,Good,"GREENHILL ACADEMY, KAMPALA",Western
2515,23APF987643403145087,M,2022,13.0,KABAROLE,BBC,B. Bussiness Computing,38.9,Good,"CRESTED SEC. SCHOOL, KAMPALA",Western
2516,23APF25343803137321,M,2022,33.0,MASAKA,BBC,B. Bussiness Computing,38.9,Good,OUR LADY OF GOOD COUNSEL,Central
2517,23APF690284304142706,M,2022,69.0,ISINGIRO,BBC,B. Bussiness Computing,38.9,Good,"ST.PETER'S SS, NAALYA",Western
2518,23APF450100309113667,M,2022,34.0,MASINDI,BBC,B. Bussiness Computing,38.9,Good,KAJJANSI PROGRESSIVE S.S,Western
2519,23APF317760152106908,F,2022,112.0,SHEEMA,BBC,B. Bussiness Computing,38.9,Good,MARYHILL HIGH SCHOOL,Western
2520,23APF789436118112539,M,2022,7.0,BUSIA,BBC,B. Bussiness Computing,38.8,Good,"JAKAYZ SEC. SCHOOL, KABOWA",Eastern
2521,23APF1014930038132161,F,2022,55.0,WAKISO,BBC,B. Bussiness Computing,38.8,Good,,Central
2522,23APF693230943142028,M,2022,75.0,MITYANA,BBC,B. Bussiness Computing,38.8,Good,"ST.JOSEPH'S SS, KKONGE",Central
2523,23APF1344216826131603,M,2022,33.0,MASAKA,BBC,B. Bussiness Computing,38.7,Good,"CALTEC ACADEMY, MAKERERE",Central
2524,23APF1324132049124401,F,2022,6.0,BUSHENYI,BBC,B. Bussiness Computing,38.7,Good,BWERANYANGI GIRLS' SCHOOL,Western
2525,23APF341101952113364,M,2022,55.0,WAKISO,BBC,B. Bussiness Computing,38.6,Good,KINAAWA HIGH SCHOOL,Central
2526,23APF7722305117052,M,2022,6.0,BUSHENYI,BBC,B. Bussiness Computing,38.6,Good,"ST.PETER'S SS, NAALYA",Western
2527,23APF1242720628141966,F,2022,76.0,OYAM,BBC,B. Bussiness Computing,38.5,Good,"ST.PETER'S S S, NSAMBYA",Northern
2528,23APF158629549102828,F,2022,22.0,KATAKWI,BBC,B. Bussiness Computing,38.4,Good,"ST.MARY'S COLLEGE, LUGAZI",Eastern
2529,23APF1499589647147050,F,2022,9.0,HOIMA,BBC,B. Bussiness Computing,38.4,Good,ST MARY'S SS  KITENDE,Western
2530,23APF1301561284131098,F,2022,42.0,MUKONO,BBC,B. Bussiness Computing,38.3,Good,NAMIRYANGO SS,Central
2531,23APF124712739144623,F,2022,72.0,KIRUHURA,BBC,B. Bussiness Computing,38.2,Good,ST. AGNES GIRLS SECONDARY SCHOOL,Western
2532,23APF676062713119346,F,2022,11.0,JINJA,BBC,B. Bussiness Computing,38.2,Good,ST. MARK'S SS NAMAGOMA,Eastern
2533,23APF894984064105179,M,2022,7.0,BUSIA,BBC,B. Bussiness Computing,38.2,Good,SEETA HIGH SCHOOL,Eastern
2534,23APF133324708124603,F,2022,78.0,BUDUDA,BBC,B. Bussiness Computing,38.1,Good,"TRINITY COLLEGE, NABBINGO",Eastern
2535,23APF400535712102746,M,2022,8.0,GULU,BBC,B. Bussiness Computing,38.1,Good,ST MARY'S SS  KITENDE,Northern
2536,23APF1474103409139346,F,2022,13.0,KABAROLE,BBC,B. Bussiness Computing,28.0,Average,"KAKUNGULU MEM. SCH., KAMPALA",Western
2537,23APF609442233130167,M,2022,8.0,GULU,BBC,B. Bussiness Computing,37.9,Good,"ST.PETER'S SS, NAALYA",Northern
2538,23APF1455547758113019,F,2020,99.0,LAMWO,BBC,B. Bussiness Computing,37.9,Good,,Northern
2539,23APF963026781127320,F,2020,55.0,WAKISO,BBC,B. Bussiness Computing,37.9,Good,BRIGHT TRUST SECONDARY SCHOOL  KYENGERA,Central
2540,23APF381084731121977,M,2022,69.0,ISINGIRO,BBC,B. Bussiness Computing,37.8,Good,JERESSAR HIGH SCHOOL,Western
2541,23APF950131333120580,M,2022,77.0,BUDAKA,BBC,B. Bussiness Computing,37.8,Good,ST. JULIAN HIGH SCHOOL,Eastern
2542,23APF1055133390119181,F,2022,25.0,KIBOGA,BBC,B. Bussiness Computing,37.7,Good,ST.NOA'S GIRLS SEC.SCH.,Central
2543,23APF357473118130944,F,2022,46.0,NTUNGAMO,BBC,B. Bussiness Computing,37.7,Good,SEROMA CHRISTIAN HIGH SCHOOL,Western
2544,23APF25828408817003,M,2020,36.0,MBALE,BBC,B. Bussiness Computing,37.7,Good,"ST.MARY'S COLLEGE, LUGAZI",Eastern
2545,23APF580979767112783,F,2022,20.0,KAPCHORWA,BBC,B. Bussiness Computing,37.5,Good,,Eastern
2546,23APF224965890147695,F,2022,98.0,KYEGEGWA,BBC,B. Bussiness Computing,37.4,Good,,
2547,23APF112660967135327,F,2022,69.0,ISINGIRO,BBC,B. Bussiness Computing,37.4,Good,KASHAKA GIRLS SS,Western
2548,23APF1448318389134131,M,2022,23.0,KAYUNGA,BBC,B. Bussiness Computing,37.2,Good,,Central
2549,23APF210159146128150,F,2022,49.0,RAKAI,BBC,B. Bussiness Computing,37.2,Good,"ST. FRANCIS HIGH SCHOOL , NAMAGOMA",Central
2550,23APF1409642662141822,M,2022,7.0,BUSIA,BBC,B. Bussiness Computing,37.2,Good,NDEJJE SECONDARY SCHOOL,Eastern
2551,23APF1037831964117374,M,2022,88.0,BUTAMBALA,BBC,B. Bussiness Computing,37.1,Good,MAKERERE COLLEGE SCHOOL,Central
2552,23APF122644684150856,M,2022,18.0,KAMWENGE,BBC,B. Bussiness Computing,37.1,Good,"EQUATORIAL COLLEGE, IBANDA",Western
2553,23APF803501484114369,M,2022,92.0,KALUNGU,BBC,B. Bussiness Computing,37.0,Good,ST JOSEPH OF NAZARETH HIGH SCHOOL,Central
2554,23APF403101694150183,M,2022,55.0,WAKISO,BBC,B. Bussiness Computing,37.0,Good,GREEN LIGHT ISLAMIC S.S,Central
2555,23APF1392588558130678,M,2022,86.0,BUKOMANSIMBI,BBC,B. Bussiness Computing,37.0,Good,"SEETA H/S GREEN CAMPUS, MUKONO",Central
2556,23APF285098467135466,M,2022,26.0,KISORO,BBC,B. Bussiness Computing,37.0,Good,KISORO VISION,Western
2557,23APF386486993118051,M,2022,112.0,SHEEMA,BBC,B. Bussiness Computing,37.0,Good,MBARARA HIGH SCHOOL,Western
2558,23APF112869858099063,M,2022,75.0,MITYANA,BBC,B. Bussiness Computing,37.0,Good,"ST HENRY'S COLLEGE, KITOVU",Central
2559,23APF1126287078117765,M,2022,32.0,LUWEERO,BBC,B. Bussiness Computing,36.9,Good,KIBULI SECONDARY SCHOOL,
2560,23APF1296927479125225,M,2022,6.0,BUSHENYI,BBC,B. Bussiness Computing,36.9,Good,PLUS TWO HIGH SCHOOL,Western
2561,23APF1603069238149625,M,2022,102.0,KAGADI,BBC,B. Bussiness Computing,36.9,Good,GOMBE SECONDARY SCHOOL,
2562,23APF868584862129510,M,2022,110.0,RUBIRIZI,BBC,B. Bussiness Computing,36.7,Good,"ST.AUGUSTINE COL., WAKISO",
2563,23APF627937655134588,M,2022,16.0,KAMPALA,BBC,B. Bussiness Computing,36.7,Good,KAPEKA SS,Central
2564,23APF81701793599446,M,2022,117.0,RUBANDA,BBC,B. Bussiness Computing,36.6,Good,"ST.MARY'S COLLEGE, RUSHOROZA",
2565,23APF1485510375116688,F,2022,32.0,LUWEERO,BBC,B. Bussiness Computing,36.6,Good,WAMPEWO NTAKE SEC. SCHOOL,
2566,23APF496081210111691,M,2022,85.0,BUIKWE,BBC,B. Bussiness Computing,36.5,Good,,Central
2567,23APF458006306141188,M,2022,54.0,TORORO,BBC,B. Bussiness Computing,36.5,Good,HILTON HIGH SCHOOL,Eastern
2568,23APF16125301843539,M,2020,8.0,GULU,BBC,B. Bussiness Computing,36.5,Good,BP CYPRIAN KIHANGIRE SS LUZIRA,Northern
2569,23APF472735377131551,M,2022,30.0,KYENJOJO,BBC,B. Bussiness Computing,36.5,Good,"CENTRAL COLLEGE, MITYANA",
2570,23APF1181344302101666,F,2022,13.0,KABAROLE,BBC,B. Bussiness Computing,36.5,Good,"ST.PETER'S SS, NAALYA",Western
2571,23APF1370264548108754,F,2022,36.0,MBALE,BBC,B. Bussiness Computing,36.4,Good,"ST.PAUL'S COLLEGE, MBALE",Eastern
2572,23APF829233673115844,F,2022,33.0,MASAKA,BBC,B. Bussiness Computing,36.4,Good,BUDDO SEC. SCHOOL,Central
2573,23APF1578650515114508,M,2022,11.0,JINJA,BBC,B. Bussiness Computing,36.4,Good,,Eastern
2574,23APF1233148147120158,F,2022,16.0,KAMPALA,BBC,B. Bussiness Computing,36.4,Good,NABISUNSA GIRLS' SCHOOL,Central
2575,23APF993836296150783,M,2022,75.0,MITYANA,BBC,B. Bussiness Computing,36.3,Good,"CENTRAL COLLEGE, MITYANA",Central
2576,23APF309360516120875,F,2022,37.0,MBARARA,BBC,B. Bussiness Computing,36.3,Good,MBOGO MIXED SEC SCHOOL,Western
2577,23APF127185087121238,M,2022,33.0,MASAKA,BBC,B. Bussiness Computing,36.3,Good,KASAWO ISLAMIC  INSTITUTE,Central
2578,23APF1502947071121513,F,2022,3.0,ARUA,BBC,B. Bussiness Computing,36.2,Good,WANYANGE GIRLS  SCHOOL,Northern
2579,23APF771970619116589,F,2022,76.0,OYAM,BBC,B. Bussiness Computing,36.1,Good,"ST. JAMES BIINA HALL, LUZIRA",Northern
2580,23APF1287898506132939,M,2022,65.0,IBANDA,BBC,B. Bussiness Computing,36.0,Good,MAKINDYE SECONDARY SCHOOL,Western
2581,23APF82856514111696,F,2022,33.0,MASAKA,BBC,B. Bussiness Computing,36.0,Good,MENGO SECONDARY SCHOOL ANNEX,Central
2582,23APF1114041233114726,F,2022,37.0,MBARARA,BBC,B. Bussiness Computing,35.9,Good,MARYHILL HIGH SCHOOL,Western
2583,23APF115498130123053,F,2022,11.0,JINJA,BBC,B. Bussiness Computing,35.9,Good,JINJA PROGRESSIVE SS,Eastern
2584,23APF236069156110764,F,2022,72.0,KIRUHURA,BBC,B. Bussiness Computing,35.8,Good,CLEVERLAND HIGH SCHOOL,Western
2585,23APF139635130148393,M,2022,16.0,KAMPALA,BBC,B. Bussiness Computing,35.8,Good,KIBULI SECONDARY SCHOOL,Central
2586,23APF325027197113167,F,2022,90.0,BUYENDE,BBC,B. Bussiness Computing,35.7,Good,GAYAZA HIGH SCHOOL,Eastern
2587,23APF432878375127810,M,2022,7.0,BUSIA,BBC,B. Bussiness Computing,35.7,Good,GAYAZA ROAD SECONDARY SCHOOL,Eastern
2588,23APF717716120135705,M,2020,42.0,MUKONO,BBC,B. Bussiness Computing,35.6,Good,"ST.JOSEPH'S COLLEGE,NAMAGUNGA",Central
